epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,2853.66,2.44769,1.91876,2.81946,0.87984,0.78529,0.84842,0.52532,2.86767,1.93243,3.19664,0.0009308,0.0009308,0.0009308
83,2885.68,2.41642,1.91752,2.80497,0.84731,0.78969,0.85267,0.54092,2.82189,1.89514,3.11889,0.0009176,0.0009176,0.0009176
84,2917.86,2.39331,1.82851,2.77325,0.87383,0.77855,0.85374,0.53874,2.79505,1.89127,3.0975,0.0009044,0.0009044,0.0009044
85,2949.96,2.36745,1.88216,2.77078,0.83765,0.78326,0.84431,0.52814,2.82309,1.92337,3.13223,0.0008912,0.0008912,0.0008912
86,2982.41,2.35198,1.84414,2.77962,0.81594,0.79666,0.84318,0.53217,2.78265,1.9518,3.11991,0.000878,0.000878,0.000878
87,3014.35,2.41586,1.867,2.81086,0.87552,0.77716,0.8475,0.52932,2.81343,1.8711,3.14694,0.0008648,0.0008648,0.0008648
88,3046.69,2.3802,1.80898,2.75395,0.84281,0.81395,0.85439,0.5399,2.76019,1.85052,3.09237,0.0008516,0.0008516,0.0008516
89,3079.43,2.39491,1.79264,2.76824,0.85418,0.79526,0.85032,0.53661,2.77801,1.81264,3.14393,0.0008384,0.0008384,0.0008384
90,3112.45,2.45716,1.92298,2.82615,0.85575,0.79387,0.83855,0.5147,2.81303,1.88554,3.20275,0.0008252,0.0008252,0.0008252
91,3144.47,2.38081,1.82799,2.77445,0.85144,0.79823,0.85016,0.54323,2.72272,1.82303,3.04204,0.000812,0.000812,0.000812
92,3176.79,2.34127,1.80033,2.73779,0.85854,0.80084,0.85494,0.53743,2.77557,1.83015,3.08675,0.0007988,0.0007988,0.0007988
93,3208.9,2.32127,1.8162,2.71506,0.87625,0.78691,0.86095,0.54203,2.77914,1.82317,3.06224,0.0007856,0.0007856,0.0007856
94,3240.98,2.32266,1.80306,2.73289,0.82527,0.80254,0.85146,0.53978,2.82275,1.792,3.11454,0.0007724,0.0007724,0.0007724
95,3272.78,2.33009,1.74175,2.72273,0.86597,0.79248,0.85667,0.54957,2.76305,1.86295,3.07583,0.0007592,0.0007592,0.0007592
96,3304.9,2.29197,1.80236,2.71464,0.85886,0.79667,0.86006,0.55253,2.72747,1.84697,3.06973,0.000746,0.000746,0.000746
97,3336.78,2.32097,1.76261,2.73078,0.85552,0.7917,0.85289,0.53905,2.7671,1.85358,3.10157,0.0007328,0.0007328,0.0007328
98,3368.72,2.24108,1.69892,2.67572,0.87908,0.77968,0.86013,0.54325,2.77765,1.85091,3.09896,0.0007196,0.0007196,0.0007196
99,3400.8,2.36155,1.76468,2.76354,0.85709,0.82692,0.86118,0.53917,2.78395,1.77196,3.12495,0.0007064,0.0007064,0.0007064
100,3432.89,2.27919,1.73913,2.69288,0.86994,0.78273,0.85579,0.5422,2.76879,1.80527,3.10682,0.0006932,0.0006932,0.0006932
101,3465.01,2.26409,1.72568,2.69656,0.8378,0.81198,0.85362,0.54033,2.76889,1.86361,3.09784,0.00068,0.00068,0.00068
102,3497.59,2.32926,1.74497,2.74289,0.8697,0.79948,0.85996,0.54752,2.7317,1.85441,3.06831,0.0006668,0.0006668,0.0006668
103,3530.17,2.37829,1.74391,2.78696,0.82595,0.81297,0.85032,0.52531,2.82055,1.87158,3.13011,0.0006536,0.0006536,0.0006536
104,3562.86,2.2919,1.6918,2.70425,0.87797,0.80501,0.85658,0.54237,2.75747,1.78268,3.1126,0.0006404,0.0006404,0.0006404
105,3595,2.28285,1.67848,2.71334,0.85403,0.80223,0.85635,0.53869,2.79475,1.8427,3.11739,0.0006272,0.0006272,0.0006272
106,3627.25,2.27495,1.73563,2.71308,0.85649,0.79387,0.84371,0.52574,2.8109,1.89365,3.18711,0.000614,0.000614,0.000614
107,3659.93,2.23922,1.73584,2.68785,0.85148,0.80646,0.8605,0.54382,2.74599,1.84706,3.0371,0.0006008,0.0006008,0.0006008
108,3692.69,2.24435,1.68734,2.66751,0.87191,0.78273,0.85686,0.54486,2.77906,1.79999,3.09904,0.0005876,0.0005876,0.0005876
109,3725.6,2.23591,1.68952,2.66997,0.83975,0.81741,0.85123,0.53636,2.78024,1.88709,3.12588,0.0005744,0.0005744,0.0005744
110,3758.53,2.19632,1.6511,2.66282,0.85824,0.8078,0.85759,0.54882,2.72482,1.85736,3.05174,0.0005612,0.0005612,0.0005612
111,3791.39,2.30497,1.69616,2.70318,0.87135,0.80185,0.85984,0.53993,2.76762,1.82342,3.11745,0.000548,0.000548,0.000548
